Marital_Status_Married,Marital_Status_Single,Attrition_Flag_Existing Customer,Gender_M,Education_Level,Income_Category,Card_Category,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit
-0.935414347,1.084836738,-2.273689911,1.051314966,-1.166262067,1.350261758,-0.246606624,-1.340684699,0.549527429,0.02220981,0.117123309,-1.359398036,-0.415531668,-1.446909968,-0.69335695,-1.298682566,1815
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,-0.145873154,-0.246606624,0.22934583,-0.25785906,0.77473042,-1.805996024,0.669238859,0.487798045,1.627495133,0.069152962,0.984173364,3202
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,1.276032849,-1.872632037,1.025570623,-1.805996024,0.669238859,-0.415531668,0.823776994,2.972823106,1.660575121,6828
-0.935414347,-0.921797691,-2.273689911,-0.951189731,0.167720519,-0.89394061,-0.246606624,-0.686505312,-0.25785906,0.02220981,-0.523916468,0.669238859,1.391127757,-1.13299574,-0.621329269,-0.833656358,1569
1.069044968,-0.921797691,-2.273689911,1.051314966,0.834711812,0.602194302,-0.246606624,1.014361094,-0.25785906,0.77473042,-0.523916468,0.669238859,-0.415531668,-1.446909968,-1.078950923,-1.848258994,4320
1.069044968,-0.921797691,0.439813712,1.051314966,-0.499270774,0.602194302,-0.246606624,-1.602356454,-1.065245549,-1.106571106,-0.523916468,-1.359398036,-0.415531668,1.177999274,-0.692489147,-0.664555919,8063
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,-0.424833557,0.549527429,-0.730310801,-0.523916468,-0.345079588,1.391127757,-1.446909968,-0.241231384,0.307771607,19711
1.069044968,-0.921797691,-2.273689911,1.051314966,0.834711812,1.350261758,-0.246606624,-1.733192332,0.549527429,0.02220981,1.399202865,0.669238859,2.29445747,-1.446909968,-1.018204686,-1.975084323,7140
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,1.350261758,-0.246606624,-0.686505312,2.164300406,-0.981151004,-0.523916468,-0.345079588,-2.222191093,0.97035173,-0.730383228,-1.256407457,2491
-0.935414347,1.084836738,0.439813712,1.051314966,0.167720519,-0.89394061,2.7501321,2.322719869,-0.25785906,2.530611844,0.758163087,1.683557307,1.391127757,-1.446909968,0.052664698,-0.199529711,12155
1.069044968,-0.921797691,0.439813712,-0.951189731,1.501703104,-0.89394061,-0.246606624,-1.602356454,-0.25785906,-1.106571106,-1.164956246,0.669238859,0.487798045,0.260685714,0.229118054,0.138671168,1726
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,-1.340684699,-1.872632037,-0.604890699,0.758163087,-1.359398036,-0.415531668,-1.446909968,-0.848983025,-1.256407457,7667
1.069044968,-0.921797691,-2.273689911,-0.951189731,0.834711812,-0.89394061,-0.246606624,1.668540481,-1.872632037,0.02220981,-1.164956246,0.669238859,-0.415531668,-1.446909968,-0.706952537,-1.129582127,1708
1.069044968,-0.921797691,0.439813712,-0.951189731,0.167720519,-0.145873154,-0.246606624,-0.555669435,-0.25785906,-0.981151004,1.399202865,-0.345079588,-1.31886138,-1.446909968,0.045143735,0.096396058,1820
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.145873154,2.7501321,0.360181707,0.549527429,0.02220981,-1.805996024,0.669238859,-1.31886138,1.263501203,1.104731675,0.899623144,20176
-0.935414347,-0.921797691,0.439813712,1.051314966,0.834711812,1.350261758,2.7501321,-1.994864087,-1.872632037,-2.109931919,-1.805996024,0.669238859,0.487798045,0.976459011,3.046875662,1.322374242,34516
-0.935414347,1.084836738,-2.273689911,1.051314966,0.167720519,-0.145873154,-0.246606624,-0.555669435,1.356913918,0.02220981,0.758163087,-0.345079588,0.487798045,-1.446909968,-0.750631974,-1.087307017,10543
-0.935414347,1.084836738,0.439813712,1.051314966,-1.166262067,-0.145873154,-0.246606624,-0.163161803,0.549527429,0.523890217,-0.523916468,1.683557307,0.487798045,0.937372414,-0.122053052,-0.157254601,5662
1.069044968,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0.621853462,-0.25785906,-0.354050495,-0.523916468,-1.359398036,1.391127757,-0.486845443,-0.177592469,-0.622280809,4941
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,1.799376359,-0.25785906,0.02220981,0.117123309,0.669238859,-0.415531668,1.627495133,-0.776376808,-1.298682566,3460
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,1.350261758,-0.246606624,0.22934583,1.356913918,0.02220981,0.758163087,0.669238859,-2.222191093,-0.389128952,-0.769145113,-0.960481688,5288
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,0.602194302,-0.246606624,0,-1.065245549,-2.109931919,1.399202865,0.669238859,2.29445747,-1.446909968,3.08390194,2.125601329,9764
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,0.602194302,-0.246606624,0,-1.065245549,0.398470115,-1.164956246,0.669238859,-1.31886138,0.640558573,3.269322598,1.95650089,8624
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,0.602194302,2.7501321,-1.079012945,-0.25785906,-0.479470597,0.758163087,-1.359398036,-1.31886138,0.491540924,-0.20362657,0.223221387,26988
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,1.350261758,-0.246606624,0.883525217,1.356913918,0.02220981,-0.523916468,-0.345079588,-0.415531668,1.627495133,-0.87328152,-1.467783006,3924
-0.935414347,1.084836738,0.439813712,1.051314966,-1.166262067,2.098329214,-0.246606624,0.752689339,-0.25785906,1.025570623,1.399202865,0.669238859,-0.415531668,0.829884274,0.033283755,0.011845838,26174
-0.935414347,1.084836738,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,-0.29399768,1.356913918,0.02220981,-1.805996024,0.669238859,0.487798045,-1.446909968,0.158247444,0.561422266,3024
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,2.098329214,-0.246606624,0.752689339,-1.872632037,0.649310318,1.399202865,0.669238859,-0.415531668,0.744382345,-0.781005093,-1.045031907,3386
-0.935414347,1.084836738,0.439813712,-0.951189731,1.501703104,-0.89394061,-0.246606624,-0.29399768,-0.25785906,0.02220981,-0.523916468,-1.359398036,-1.31886138,0.434132485,-0.097176021,0.476872046,7317
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,-0.424833557,2.164300406,-1.231991207,1.399202865,-2.373716484,0.487798045,-0.116744233,0.061342732,0.645972485,3139
-0.935414347,1.084836738,0.439813712,1.051314966,-1.166262067,-0.145873154,2.7501321,0.360181707,2.164300406,0.649310318,0.117123309,-0.345079588,-0.415531668,0.641780029,-0.848693757,-1.425507896,20756
1.069044968,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,-0.29399768,1.356913918,0.147629911,0.117123309,0.669238859,0.487798045,-1.446909968,-0.196684143,0.350046717,5826
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,1.799376359,-0.25785906,1.52725103,-0.523916468,1.683557307,-1.31886138,-0.048342689,-0.274207913,0.054120948,10886
-0.935414347,1.084836738,0.439813712,1.051314966,1.501703104,1.350261758,-0.246606624,-1.733192332,-0.25785906,-1.482831411,-1.164956246,0.669238859,-0.415531668,1.561536501,3.407592605,1.787400451,4178
1.069044968,-0.921797691,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,0.491017585,0.549527429,0.523890217,1.399202865,-0.345079588,1.391127757,1.015545607,-0.095151146,-0.241804821,4514
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,0,0.549527429,-0.730310801,0.117123309,1.683557307,-0.415531668,1.395418466,-0.048579031,0.815072925,3280
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,1.145196972,-1.872632037,1.025570623,1.399202865,-1.359398036,0.487798045,0.801790783,-0.255984041,0.138671168,18202
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,0.602194302,-0.246606624,-1.602356454,-0.25785906,0.02220981,1.399202865,-1.359398036,-0.415531668,1.39419701,-0.556244015,-0.072704382,8581
-0.935414347,-0.921797691,0.439813712,1.051314966,1.501703104,0.602194302,-0.246606624,0.098509952,1.356913918,0.02220981,0.117123309,-0.345079588,2.29445747,0.498869661,3.067702944,1.576024901,20237
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,-2.649043474,-1.872632037,-2.235352021,0.758163087,0.669238859,-0.415531668,-0.613876881,0.006960386,-0.114979491,5422
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,0.360181707,-0.25785906,0.273050013,-0.523916468,1.683557307,-0.415531668,-1.446909968,0.017663294,0.603697376,1438.3
1.069044968,-0.921797691,0.439813712,1.051314966,0.167720519,2.098329214,-0.246606624,1.145196972,-0.25785906,0.147629911,0.758163087,-0.345079588,0.487798045,0.447568503,-0.899315622,-1.467783006,32641
-0.935414347,-0.921797691,-2.273689911,1.051314966,-0.499270774,1.350261758,-0.246606624,1.799376359,-1.065245549,1.52725103,-1.805996024,2.697875754,0.487798045,-1.446909968,-0.632032177,-1.594608335,28930
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,1.350261758,-0.246606624,0.883525217,-1.872632037,0.649310318,-0.523916468,0.669238859,-0.415531668,-0.76289453,-0.948201879,-1.425507896,16033
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0.360181707,1.356913918,-0.103210292,0.758163087,-0.345079588,-0.415531668,-1.446909968,-0.324829777,0.180946277,5195
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,-1.209848822,0.549527429,-0.981151004,0.758163087,1.683557307,1.391127757,-1.446909968,-0.066224367,0.645972485,13441
-0.935414347,1.084836738,0.439813712,1.051314966,0.834711812,1.350261758,-0.246606624,-1.602356454,-0.25785906,-0.855730902,-0.523916468,-1.359398036,0.487798045,0.602693432,-0.516614326,0.180946277,13395
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,-0.81734119,1.356913918,-0.354050495,0.117123309,2.697875754,0.487798045,0.048152346,0.133948949,0.941898254,1762
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,-0.424833557,0.549527429,0.02220981,-1.164956246,-0.345079588,-0.415531668,0.117775346,1.010719641,1.068723584,3849
-0.935414347,1.084836738,-2.273689911,1.051314966,-1.166262067,1.350261758,-0.246606624,0,0.549527429,0.02220981,1.399202865,0.669238859,-0.415531668,-1.446909968,-0.558268889,-1.214132347,6925
-0.935414347,1.084836738,0.439813712,-0.951189731,0.167720519,-0.89394061,-0.246606624,0.883525217,-0.25785906,1.150990725,1.399202865,0.669238859,0.487798045,-0.12407297,-0.387890157,-0.114979491,6210
-0.935414347,1.084836738,0.439813712,1.051314966,-1.166262067,-0.145873154,-0.246606624,-0.948177067,-0.25785906,-2.109931919,0.117123309,0.669238859,0.487798045,0.672316432,-0.111639411,1.026448474,6628
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.145873154,-0.246606624,0.883525217,-0.25785906,0.77473042,-0.523916468,2.697875754,-1.31886138,0.567271204,0.007828189,1.026448474,3024
-0.935414347,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.145873154,-0.246606624,-0.29399768,-0.25785906,-1.106571106,0.117123309,-0.345079588,0.487798045,0.071360012,-0.175567594,0.392321826,5608
1.069044968,-0.921797691,-2.273689911,-0.951189731,0.834711812,-0.89394061,-0.246606624,0.621853462,-1.872632037,-0.479470597,0.117123309,-0.345079588,0.487798045,-1.042607986,-0.595584435,-0.749106139,1757
-0.935414347,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,1.406868727,0.549527429,0.02220981,-0.523916468,1.683557307,-1.31886138,0.738275064,0.193248847,0.730522705,2312
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,-1.471520577,-0.25785906,0.02220981,0.117123309,0.669238859,-1.31886138,-1.446909968,-0.045397085,0.476872046,1476
-0.935414347,1.084836738,-2.273689911,-0.951189731,-1.166262067,-0.89394061,-0.246606624,1.145196972,-1.065245549,0.02220981,-1.164956246,0.669238859,-0.415531668,-0.475852338,-0.428676916,-0.960481688,3626
1.069044968,-0.921797691,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,0.360181707,0.549527429,0.77473042,0.117123309,-1.359398036,-0.415531668,0.757818362,-0.79575775,-0.664555919,10155
-0.935414347,1.084836738,-2.273689911,1.051314966,-1.166262067,2.098329214,-0.246606624,0.621853462,-0.25785906,0.398470115,-0.523916468,0.669238859,-1.31886138,-1.446909968,-1.011262259,-1.679158555,16868
-0.935414347,1.084836738,0.439813712,1.051314966,-1.166262067,-0.145873154,-0.246606624,-0.948177067,-0.25785906,-0.479470597,1.399202865,0.669238859,-0.415531668,0.876299607,-0.924192652,-1.805983884,7723
-0.935414347,1.084836738,-2.273689911,-0.951189731,0.834711812,-0.89394061,-0.246606624,-0.555669435,-0.25785906,-0.479470597,-0.523916468,0.669238859,0.487798045,-1.446909968,-0.551904998,-1.002756798,1507
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,1.350261758,-0.246606624,-1.079012945,-1.065245549,-0.981151004,-0.523916468,-0.345079588,0.487798045,1.454048361,-0.807039194,-0.918206578,3946
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,-0.145873154,-0.246606624,-1.209848822,0.549527429,0.02220981,-0.523916468,0.669238859,0.487798045,-1.446909968,-0.797782625,-1.214132347,2031
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,0.883525217,1.356913918,1.276410827,0.117123309,-1.359398036,-0.415531668,-0.497838548,0.226225376,0.984173364,4117
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,-1.209848822,-0.25785906,-0.730310801,0.758163087,-0.345079588,-0.415531668,0.253356977,-0.811956747,-1.214132347,2077
1.069044968,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0.098509952,0.549527429,-0.354050495,0.117123309,2.697875754,-0.415531668,-0.359814005,0.092872921,0.603697376,2990
-0.935414347,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.145873154,-0.246606624,1.799376359,-1.065245549,2.028931437,0.117123309,-0.345079588,0.487798045,1.627495133,-0.012709824,0.688247595,2802
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.145873154,-0.246606624,0.883525217,-1.065245549,0.02220981,1.399202865,0.669238859,0.487798045,1.590851448,-0.080109221,0.180946277,2712
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,-0.032325925,1.356913918,0.398470115,0.117123309,-0.345079588,0.487798045,0.332751626,-0.260901594,0.223221387,7128
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0,-1.065245549,0.02220981,0.758163087,-0.345079588,-1.31886138,1.627495133,0.151594284,0.519147156,3258
-0.935414347,-0.921797691,0.439813712,1.051314966,2.168694397,1.350261758,-0.246606624,0.22934583,0.549527429,-0.354050495,0.117123309,-1.359398036,-0.415531668,-1.446909968,3.098654598,1.95650089,10292
1.069044968,-0.921797691,0.439813712,-0.951189731,-1.166262067,-0.145873154,-0.246606624,0.22934583,-0.25785906,0.02220981,-1.805996024,3.712194202,-0.415531668,-0.155830829,0.172710833,0.688247595,2804
1.069044968,-0.921797691,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,-0.81734119,1.356913918,-1.859091716,-0.523916468,-0.345079588,0.487798045,1.076618414,0.101261688,0.857348034,11502
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,-1.471520577,-0.25785906,-1.106571106,0.117123309,0.669238859,-2.222191093,0.759039818,-0.550169391,0.561422266,3280
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,-0.424833557,1.356913918,0.147629911,0.117123309,-0.345079588,0.487798045,-0.521046215,-0.807039194,-0.960481688,13882
1.069044968,-0.921797691,0.439813712,1.051314966,1.501703104,-0.145873154,-0.246606624,0.22934583,-0.25785906,0.77473042,-0.523916468,-0.345079588,-2.222191093,-1.446909968,-0.266976218,-0.241804821,1898
-0.935414347,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.145873154,-0.246606624,-1.209848822,-1.872632037,-0.981151004,0.117123309,0.669238859,-1.31886138,-1.446909968,0.080723674,0.688247595,1920
-0.935414347,1.084836738,0.439813712,-0.951189731,0.167720519,-0.89394061,-0.246606624,-1.340684699,0.549527429,-0.730310801,-0.523916468,-0.345079588,0.487798045,0.363288029,-0.45962857,0.096396058,8696
1.069044968,-0.921797691,-2.273689911,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0,0.549527429,-0.228630394,-0.523916468,0.669238859,-0.415531668,-1.446909968,-0.719969588,-1.552333225,1561
1.069044968,-0.921797691,-2.273689911,1.051314966,-0.499270774,-0.145873154,-0.246606624,1.014361094,0.549527429,1.025570623,-1.164956246,-1.359398036,2.29445747,-1.446909968,-0.983203283,-2.144184763,3032
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,0.602194302,-0.246606624,0.621853462,-1.065245549,0.02220981,1.399202865,1.683557307,1.391127757,0.691859731,-0.056389262,0.476872046,2281
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,1.350261758,-0.246606624,-1.209848822,0.549527429,-2.109931919,-1.805996024,-0.345079588,-0.415531668,-1.446909968,1.001752339,0.603697376,2273
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,0.602194302,-0.246606624,-1.079012945,-1.872632037,-2.109931919,-0.523916468,-1.359398036,0.487798045,1.174334905,-0.848983025,-0.833656358,3238
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,1.350261758,2.7501321,0.491017585,-1.065245549,1.150990725,-1.164956246,-1.359398036,0.487798045,-0.31706304,0.960097776,0.815072925,34516
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,0.602194302,-0.246606624,0.883525217,0.549527429,1.150990725,0.117123309,-1.359398036,-2.222191093,-1.446909968,-0.144037404,0.180946277,15583
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,1.668540481,-1.872632037,1.276410827,0.117123309,-1.359398036,-0.415531668,0.520855871,-0.862000076,-1.214132347,3044
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,0.602194302,2.7501321,0.360181707,1.356913918,-0.479470597,0.758163087,-0.345079588,0.487798045,-0.094758023,-0.269868896,0.054120948,25620
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,0.360181707,-0.25785906,0.398470115,1.399202865,-1.359398036,0.487798045,-1.446909968,0.055557376,1.068723584,1768
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,0.602194302,-0.246606624,0.752689339,-0.25785906,1.150990725,0.758163087,0.669238859,-0.415531668,-0.014141917,-0.868074699,-1.383232786,7567
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,-1.079012945,0.549527429,-0.228630394,1.399202865,0.669238859,0.487798045,1.363660607,-0.767409506,-1.340957676,5323
-0.935414347,1.084836738,0.439813712,-0.951189731,-0.499270774,-0.89394061,-0.246606624,-0.81734119,0.549527429,-0.730310801,0.758163087,-0.345079588,-0.415531668,-0.325613233,0.262094583,-0.030429272,8793
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,0.602194302,2.7501321,0.098509952,1.356913918,-0.354050495,-0.523916468,-0.345079588,-1.31886138,0.603914889,-0.976550123,-1.594608335,34516
1.069044968,-0.921797691,0.439813712,1.051314966,1.501703104,-0.145873154,2.7501321,-0.686505312,1.356913918,-0.730310801,1.399202865,0.669238859,0.487798045,1.284265958,-0.330615133,0.054120948,16386
1.069044968,-0.921797691,0.439813712,1.051314966,-1.166262067,1.350261758,-0.246606624,-0.163161803,-0.25785906,0.02220981,0.758163087,-0.345079588,0.487798045,1.627495133,0.116014345,0.519147156,19099
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,-0.145873154,-0.246606624,0,-0.25785906,0.147629911,1.399202865,-0.345079588,0.487798045,1.300144888,-0.095440414,0.688247595,2993
1.069044968,-0.921797691,0.439813712,1.051314966,0.167720519,-0.145873154,-0.246606624,0.098509952,1.356913918,-0.103210292,1.399202865,-1.359398036,-0.415531668,-0.529596408,-0.108746733,0.603697376,3560
1.069044968,-0.921797691,0.439813712,1.051314966,0.834711812,-0.89394061,-0.246606624,-0.163161803,1.356913918,0.02220981,-1.805996024,-0.345079588,0.487798045,-0.168045391,3.221014876,2.125601329,7231
1.069044968,-0.921797691,0.439813712,1.051314966,-0.499270774,0.602194302,-0.246606624,1.930212236,-1.872632037,0.02220981,0.117123309,0.669238859,0.487798045,0.467111801,-0.752078313,-0.960481688,9172
-0.935414347,1.084836738,-2.273689911,1.051314966,-1.166262067,-0.145873154,-0.246606624,1.668540481,-0.25785906,2.154351539,0.117123309,2.697875754,1.391127757,1.511456799,-0.531366984,-0.918206578,2699
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,0.22934583,2.164300406,0.273050013,0.758163087,0.669238859,-0.415531668,0.140983012,0.017084759,0.096396058,1605
1.069044968,-0.921797691,-2.273689911,-0.951189731,-0.499270774,-0.145873154,-0.246606624,1.668540481,-0.25785906,0.02220981,-0.523916468,0.669238859,0.487798045,-1.446909968,-0.557979621,-0.49545548,4375
-0.935414347,1.084836738,0.439813712,-0.951189731,0.834711812,-0.145873154,-0.246606624,1.014361094,-0.25785906,0.649310318,-1.164956246,-1.359398036,0.487798045,0.806676608,0.829059464,0.645972485,10753
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.89394061,-0.246606624,-1.209848822,-0.25785906,-1.106571106,0.758163087,-1.359398036,-0.415531668,0.304658135,-0.441693967,-0.030429272,2868
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.145873154,-0.246606624,0.22934583,0.549527429,0.02220981,0.758163087,0.669238859,0.487798045,0.090903311,0.057292982,-0.45318037,1906
-0.935414347,1.084836738,0.439813712,1.051314966,-0.499270774,-0.145873154,-0.246606624,-0.81734119,1.356913918,-0.479470597,1.399202865,1.683557307,-0.415531668,0.575821397,-0.154161777,-0.114979491,2441
-0.935414347,1.084836738,-2.273689911,-0.951189731,0.834711812,-0.89394061,-0.246606624,-1.079012945,1.356913918,-1.231991207,-1.164956246,-0.345079588,-0.415531668,0.914164748,-0.748317832,-1.214132347,4391
-0.935414347,1.084836738,-2.273689911,-0.951189731,2.168694397,-0.89394061,-0.246606624,-0.555669435,0.549527429,-0.730310801,-1.164956246,0.669238859,0.487798045,-1.446909968,-0.793443608,-1.171857237,1438.3
1.069044968,-0.921797691,-2.273689911,-0.951189731,-1.166262067,-0.145873154,-0.246606624,-0.032325925,0.549527429,0.147629911,-1.164956246,0.669238859,1.391127757,-1.446909968,1.102128265,-0.241804821,5542
-0.935414347,1.084836738,0.439813712,-0.951189731,-1.166262067,-0.145873154,-0.246606624,0,0.549527429,0.77473042,-1.164956246,-1.359398036,-1.31886138,1.627495133,2.50102733,1.153273803,9742
1.069044968,-0.921797691,-2.273689911,-0.951189731,0.834711812,-0.89394061,-0.246606624,0.752689339,-0.25785906,0.02220981,0.758163087,0.669238859,1.391127757,-1.446909968,-0.600501987,-0.36863015,2160
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,0,0.549527429,0.398470115,-0.523916468,-1.359398036,-0.415531668,0.679645169,-0.049736102,-0.072704382,6130
1.069044968,-0.921797691,0.439813712,-0.951189731,-0.499270774,-0.145873154,-0.246606624,-0.032325925,-0.25785906,0.02220981,-0.523916468,-0.345079588,0.487798045,1.450383993,0.171553762,0.899623144,3413
1.069044968,-0.921797691,0.439813712,-0.951189731,0.834711812,-0.89394061,-0.246606624,1.406868727,-0.25785906,1.276410827,0.117123309,0.669238859,-0.415531668,-1.446909968,3.480777358,2.125601329,3638
1.069044968,-0.921797691,-2.273689911,-0.951189731,2.168694397,-0.145873154,-0.246606624,0.098509952,-0.25785906,0.02220981,-1.164956246,0.669238859,-0.415531668,-1.446909968,-0.535706001,-0.960481688,1438.3
-0.935414347,1.084836738,0.439813712,1.051314966,0.167720519,0.602194302,-0.246606624,-0.29399768,0.549527429,-0.354050495,1.399202865,0.669238859,-0.415531668,0.002958469,0.013902813,0.688247595,15468
-0.935414347,-0.921797691,0.439813712,1.051314966,0.834711812,0.602194302,-0.246606624,-0.163161803,1.356913918,0.147629911,0.758163087,-0.345079588,1.391127757,-0.358592548,-0.733565174,-1.552333225,6784
