CRIM,ZN,INDUS,POLINDEX,RM,AGE,DIS,HIGHWAYCOUNT,TAX,PTRATIO,IMM,BPL,PRICE,RIVERSIDE
0.580146756,0.538864336,11.09477002,2.317280052,7,43,4.111462986,4,277.3887475,19.33358738,393.8433147,9.944645181,25.86472298,NO
0.57883454,31.66114021,6.875438568,1.862956642,7,65,7.155102494,7,303.2366286,17.32581107,394.6655467,12.6601989,20.20134034,NO
1.473116167,60.26850602,2.447263419,0.84649306,7,19,12.1129426,5,412.1083016,18.91971461,393.3572661,8.576796801,19.08826824,NO
0.411124926,0.177894927,5.986272807,1.963418911,6,46,4.62299977,4,247.0643637,18.81083238,397.086277,13.10353723,23.87288223,NO
2.098216011,1.337939674,23.01405588,1.041227794,7,101,2.814757972,5,437.1436923,22.12089143,398.5095082,35.19785056,14.59517682,NO
9.404902324,0.666260667,18.91373655,2.08065684,6,94,1.854732543,25,667.3838601,21.15192119,397.3844144,24.02587828,13.99101777,NO
0.806931232,12.70174556,7.967560476,1.412337129,7,97,6.045940063,6,312.0377666,15.95648787,397.4550634,20.04335717,27.2580164,NO
1.674947816,0.989272031,10.14199634,1.260750756,7,59,4.619588991,5,305.4940908,18.78502907,397.264938,13.68498019,21.79001195,NO
0.264996242,0.077178444,10.10607278,1.36217113,7,74,5.28981837,4,304.0412026,18.64114609,396.9579692,16.09060168,20.26810283,NO
2.088374413,2.23494278,8.301951141,0.969249107,-1,93,4.921827379,4,307.0967025,22.4575537,397.0800664,19.28950137,16.24348156,NO
0.894196303,0.784442535,11.31692556,1.068793318,7,84,4.150634885,5,304.5600793,19.0844566,394.0202527,8.126840464,22.47260734,NO
0.812229598,0.543566131,7.758070287,1.0820351,8,80,5.094221638,3,242.5160479,17.92552168,397.4751301,10.69889706,22.09399863,UNKNOWN
8.292026823,1.863242575,18.93916162,0.775270801,7,98,1.828498219,25,667.2417912,21.55429311,315.5131316,26.92533247,17.59353556,NO
0.827973868,0.032492436,10.69643343,0.802642984,-1,84,5.146631353,4,304.2909901,18.95619364,391.5920868,19.33150918,18.78696736,NO
1.428822342,0.09318936,11.5267175,1.569068959,6,102,4.41310546,5,277.8757838,18.81734473,397.3783949,24.71602384,21.18959406,YES
1.785548111,20.08757884,4.492880806,1.32608471,8,92,2.83417172,5,264.601228,13.13292482,388.038835,8.233579816,37.85981168,NO
1.86169364,1.15041693,15.91780837,1.286417989,7,56,3.978471619,5,276.4994398,17.02547073,393.4907097,14.95863245,23.52675364,YES
1.826950805,0.149834547,22.03577101,1.774088154,5,100,2.640516479,6,438.7464336,21.27603844,398.1761382,34.93573652,14.62434227,NO
0.382168893,0.88639357,10.50443499,2.316412586,7,89,3.56662116,7,432.2634465,19.7241566,346.0905316,16.42730241,18.63519747,NO
5.160161995,0.491504537,19.89506388,0.903598993,9,53,4.648522547,26,666.4808136,21.38221353,388.647756,12.55159091,22.00859045,NO
0.121687582,1.517719831,25.82875862,2.341186749,6,86,4.095958371,3,188.7159542,19.96882434,378.3958946,15.20239034,21.19560216,NO
1.171780709,0.365983543,8.390802243,0.917508124,7,95,5.394107924,5,307.9023632,21.00200277,361.3583792,23.10670764,13.91907716,NO
0.674566507,0.240147881,11.56074587,1.451248595,8,18,6.52486493,5,305.1991444,19.2161475,378.7869245,11.36807354,23.37601532,NO
9.456076831,0.240482489,19.32478451,0.681712405,6,71,2.583547975,24,667.2615544,21.08315089,4.621817475,17.55187198,11.76697119,NO
10.10973188,2.170044672,18.6877379,0.857094522,8,95,2.828289308,24,666.0614558,20.32298064,7.982170021,18.93936279,15.00981544,NO
0.525102218,0.21773654,7.040987499,0.673992585,6,62,6.286623275,4,233.7572821,17.92995597,397.0964569,16.60161386,21.37797742,NO
0.654695006,0.825575675,12.17413324,0.725734066,8,83,5.167451611,4,304.197657,19.23893621,393.7299479,9.19540888,21.61093404,NO
0.125769558,1.311676361,2.196992355,2.898139115,8,47,7.845976714,4,222.4234796,18.83508477,394.9711512,3.361126364,34.01016345,NO
0.630864674,20.05906318,4.113246076,0.44700702,8,66,5.352440239,6,217.0929778,15.20442296,388.2417525,4.733021005,45.42402352,NO
1.260597578,0.454490769,7.545872191,0.715952181,7,7,6.77312484,4,233.6790621,18.74715006,394.9472274,7.570711579,26.52648175,NO
0.545198443,0.655340464,14.10745247,0.73855208,7,77,4.578338238,5,398.5324855,19.03535092,375.7367942,12.02899286,20.75227327,NO
1.181923574,0.026914346,8.229323232,1.374585201,7,92,5.207168984,5,307.086837,21.20065403,377.0266206,14.84923802,17.6472854,NO
0.922299605,0.175280798,10.85220138,1.037217834,7,83,3.40960372,4,304.3958227,19.9714102,397.4448574,5.596420529,24.18069965,NO
2.276020703,0.995997901,5.801470986,1.108745016,6,47,6.233432604,6,224.1958825,22.68076948,397.1463422,10.93482529,19.863283,NO
1.17885787,0.262665783,11.67865147,1.117331675,7,91,3.515601539,5,384.5169883,21.84367493,391.5510497,16.90007523,20.4542324,NO
10.00864316,0.132729418,18.9559146,1.093438491,6,90,2.46735765,24,666.9035861,22.2482783,348.030556,9.339553759,50.60254679,YES
0.453486166,0.254172052,15.0854139,0.899570345,9,58,7.591561036,4,289.5446848,17.94996464,396.9878319,17.12833773,20.36643227,NO
0.660674082,0.496203918,8.223935961,1.128254899,6,57,5.328898478,5,308.3922621,22.15377123,396.0606822,8.566145344,20.4969794,NO
1.389915591,18.1154879,2.094285112,0.913076031,8,60,9.588086645,4,216.4545288,20.15607097,393.2720499,8.828352693,34.95040626,UNKNOWN
0.087113752,81.53229907,2.553044711,1.659023389,7,35,8.826398822,2,329.3496818,13.58906426,397.7570054,5.220950972,34.75817061,NO
2.146853466,0.348458465,8.333762609,0.880237673,6,87,5.451775038,4,307.0379326,21.47757527,303.4456094,16.68664107,14.74493454,NO
5.093170264,0.371420373,18.38282483,0.83723534,6,101,2.93355081,24,666.2452716,21.28618562,375.8040022,4.145448478,50.98507819,NO
0.578189347,1.283119362,7.223902873,1.602918541,9,87,3.909550639,8,307.1886355,18.17332219,387.6319059,3.250578714,38.85321661,NO
7.131679342,2.225039025,18.86321949,1.09943135,7,75,2.371850286,25,666.035808,20.87306674,99.21171487,12.72645046,16.55747104,NO
0.868337508,20.23496739,4.774499543,0.974302723,8,50,5.599692363,7,216.3073686,15.74306651,378.1572124,4.113226187,46.29334572,YES
2.765931014,1.283498652,20.15375936,1.350633202,7,100,2.03427816,5,403.3952028,15.56625111,262.2918877,16.62888265,19.78816531,NO
0.199611598,0.664195152,8.699536994,1.357923529,7,91,2.758006782,6,384.8891673,21.48727582,393.0510496,13.23275133,20.99203268,NO
1.364463783,1.385904227,8.341144685,0.803804576,-1,93,4.729017951,4,308.6442304,23.12974698,399.0112829,18.82167034,16.95025906,NO
0.82642448,20.47671208,4.740123571,0.887013351,6,63,2.145318638,6,264.2271726,13.47925552,392.5104456,10.85067573,25.64171435,NO
1.108938902,80.59663173,1.384935417,0.443157582,9,32,5.696979116,5,255.1761737,17.18249376,394.301732,3.701630167,50.35462648,NO
1.688291079,0.004082597,25.89728709,2.271634752,6,98,2.120638109,2,188.0556389,19.3836889,359.7971749,27.3724287,15.74630214,NO
2.003947592,20.78077054,4.011819515,0.73273434,7,34,4.275203965,6,216.3453145,15.10670818,397.8989545,4.95964343,37.66441336,NO
7.809199321,0.709599367,19.89954029,1.56271889,7,100,1.916915049,24,666.4728359,21.35590304,393.2224655,21.49159857,9.07675969,NO
9.064748502,0.907995096,18.92203718,1.457066378,7,98,2.950869165,25,666.968807,20.50480889,377.7972023,18.6761805,18.19152277,YES
5.163773799,0.215796409,20.62480324,0.922946694,6,83,2.497776997,6,403.7592579,14.7715678,90.29888676,15.82314275,16.71076392,YES
4.364392812,1.666787178,20.29228427,0.729177138,8,75,2.947214887,25,666.741837,21.16368904,394.2206727,14.46546208,23.60988032,NO
2.400858653,0.824218915,12.27241124,2.397742279,6,85,4.034776266,4,304.0763039,19.35848069,394.4072243,8.308228977,22.4011672,NO
0.423991881,26.80278304,5.548125034,0.882284085,7,48,6.063688326,5,281.8619789,19.88506881,391.6790453,7.608002272,24.53646961,NO
2.012009314,0.638339353,20.98582135,1.914199707,9,96,3.93449622,5,404.0557884,16.29327661,369.5006113,4.972466123,50.50208127,NO
1.059497381,0.477238801,23.15701783,1.877846526,7,94,4.094409758,4,438.1149229,21.24521571,378.3937414,16.98514804,18.04813431,NO
1.431543043,53.205673,6.474104892,0.789324026,7,46,7.935710833,7,294.6346955,16.86548175,398.8329925,8.799554087,22.7888618,NO
5.237233377,0.656112834,18.97146128,2.239854328,7,95,3.564923531,25,667.6486266,21.67111061,331.5145779,22.92188828,19.25707149,NO
1.46482162,20.79539108,4.255856355,0.707377313,8,85,2.797941208,5,264.4622127,13.80435198,385.7085774,15.59503826,32.04992838,NO
0.914949368,21.12423537,5.872712177,0.947074286,8,33,4.911854835,5,217.9203565,15.43987218,397.8002342,7.427678028,36.53967658,NO
5.031642578,0.064872472,20.37755963,0.904809018,6,101,1.686846245,6,404.5816026,14.82624475,397.4186778,27.11241067,17.1005555,NO
0.341016004,30.28775605,5.503818716,1.514799586,8,43,6.722179581,7,301.5123448,17.4600607,383.8696881,7.848561843,25.92087117,NO
1.481323122,0.153526415,4.532492909,1.3316668,9,-2,3.791640457,3,247.4972945,18.92197406,396.9380663,8.763116287,22.70802808,NO
0.063200071,20.90937162,4.421421678,1.025485374,7,38,5.595425155,6,217.2076676,15.18960698,394.4154899,5.928357093,35.58775318,NO
0.906108736,30.60484893,5.956672422,0.534049593,7,9,7.077587386,7,300.7660426,18.31473025,375.4553285,6.67285412,24.93631076,NO
1.409579621,80.74141507,3.102398914,0.936305969,7,30,10.21798769,5,280.7617115,17.92297414,393.6928845,6.00003944,26.32588288,NO
1.428018494,0.215257942,13.78074812,0.469902944,6,8,6.236535309,6,398.1366693,18.81077487,395.1083108,7.953250541,24.10571584,NO
0.161698926,46.16834084,4.262823176,1.360569063,7,23,7.440738416,8,399.9193883,15.64350594,378.1636869,5.990791016,37.62471087,NO
0.516732339,34.61271108,6.813004325,1.70578502,7,19,7.658542508,7,329.9728421,17.05952511,383.9377088,9.324229507,26.48780666,NO
3.702975851,0.060951052,18.5064625,1.038984277,7,50,4.396433717,24,666.278042,21.32769553,336.5572807,14.82728136,21.32130793,NO
0.591311626,0.688978127,14.73997542,1.055706085,6,56,3.30528678,5,276.9447331,17.42775883,394.1979402,14.71763926,23.43883033,YES
3.494144488,0.427684996,20.46701136,1.654738934,6,101,2.534043885,6,404.5776374,16.74976523,341.6622585,14.24929133,21.5184077,NO
0.86887288,0.128904123,2.619814103,0.852948275,9,97,5.459636832,3,194.5028668,18.54681309,397.5402071,6.476558451,32.66136715,NO
1.590191651,0.712531987,8.034576104,1.249605816,7,55,4.644578089,6,287.1111125,20.47829066,397.0030932,7.444844519,23.34534505,NO
7.028852338,1.468161599,18.55631038,0.715716539,8,98,1.529520305,24,666.48104,20.70844371,392.3470343,3.420967086,50.76488075,YES
2.730673013,2.416269014,5.876437111,2.650261331,7,38,6.53623509,5,225.8824761,21.31629984,390.246955,7.13789615,23.312489,NO
1.371183279,20.20512154,4.345915187,1.018291337,8,101,3.796323859,7,264.2791435,13.06790324,392.4575677,8.786829895,30.20350499,NO
7.79412305,0.391649681,19.48162379,1.237380613,6,98,2.234704319,25,667.5170664,22.53039805,315.7595518,26.64401701,17.58370403,NO
0.66689637,23.55030275,6.182471928,0.448619201,9,11,9.460618555,8,330.3139017,20.8295828,397.9174696,4.309216777,42.85682432,NO
0.745876683,21.06826676,5.600731329,1.480059198,10,93,3.699654376,6,264.51395,13.30401047,387.7262592,5.936750502,50.21974059,NO
1.124652731,21.5167875,5.808279603,2.075223301,7,23,7.764109575,4,243.4519158,18.45970912,397.9873357,5.306451178,26.49886785,NO
0.111446911,2.624220498,7.847105946,1.351804623,7,62,6.415445765,2,244.7869046,19.22618243,393.8164524,4.407517768,34.84629205,NO
1.941882873,1.393929895,13.54444759,0.594585492,7,75,4.111806965,6,398.1840017,19.02026938,374.7543062,13.53838114,20.7362406,NO
2.771024011,0.936182254,21.3660965,1.713926487,9,97,2.746206361,6,404.3974921,15.22329298,353.0418867,21.67420369,15.81170655,NO
0.479609745,95.48097991,3.172444064,1.410020432,9,35,6.459181626,5,224.038967,15.55007901,393.9481665,4.793441814,48.6262224,NO
2.101356459,21.42099899,4.909784763,1.57624334,8,97,2.557811458,5,266.3330248,14.17145574,393.9713867,12.92607755,31.63429379,NO
1.326971505,1.367485933,14.01053698,0.877561118,6,47,4.731803116,5,399.0730059,20.1246432,387.5806177,11.14407371,21.50760257,NO
1.173616374,97.14815819,2.347984281,0.413184954,7,14,8.895887328,5,402.2946933,18.5322475,386.4676293,4.489382688,34.88219189,NO
0.983805328,1.142609418,14.02600712,0.534335868,8,45,6.577199733,5,398.3600087,19.38643095,385.1538586,11.29163065,22.79680812,NO
0.544615472,35.93274697,6.946875766,1.42381671,7,23,8.203036276,2,304.0079529,17.92832388,363.4888599,9.389253445,20.21227771,NO
1.192220274,0.50366407,6.968591579,2.478479643,7,8,6.088802439,3,235.2152272,18.3558132,395.9488833,7.821340838,25.06954478,NO
2.878183535,1.760454955,8.307551523,1.636124675,7,99,4.103640452,4,307.5066337,21.62424813,378.4066282,21.21402987,13.67370539,NO
1.796887697,3.08885504,8.693004571,0.540691364,6,95,5.279767781,4,309.3070036,21.5359472,360.6697803,24.57632728,12.83108816,NO
0.49814877,0.51245664,6.793794358,1.159887901,7,62,3.970545989,5,279.1870666,19.73997756,378.9989609,11.84414177,20.89763582,NO
4.776356031,0.921836581,19.12610171,2.22087747,7,83,4.891925518,25,668.226745,21.67178719,390.9875058,14.52759971,22.63415126,NO
1.786354279,20.11451435,5.737056898,1.907869218,8,96,2.095916573,6,265.296997,13.94245957,393.7868284,11.39984883,31.31538066,NO
0.192125543,35.34036092,6.386221911,1.771140405,7,41,6.041562491,8,329.0190601,17.65441544,395.9916297,9.56290539,22.2441933,NO
0.419603868,101.6707397,1.46257722,1.185267235,8,41,10.76565089,6,256.5385772,15.65134551,392.9278069,3.998889765,33.60680572,NO
0.545786014,30.24317462,5.063629626,1.094148753,7,55,6.54226974,6,301.3471178,18.67443409,391.8606792,12.31656604,22.86704902,NO
0.228367385,0.559028956,10.65097021,0.708689599,7,92,4.085615243,5,277.2952577,18.91939289,393.7954681,17.67312405,21.9598059,YES
1.592607242,0.461969556,3.258299974,1.132070645,8,71,4.269502786,3,276.7731391,18.58967813,392.865166,11.86094691,22.87051193,NO
2.783679798,20.15412365,9.069247219,1.26476769,6,62,5.942704458,4,223.5775881,19.77934064,391.7172961,13.85945683,22.63498163,YES
0.550881322,12.62847994,8.053441034,2.539642019,6,95,6.593302056,5,313.0204152,15.91662676,392.560522,21.04740295,15.09380405,NO
0.270938523,20.35146116,4.173100785,0.833289292,8,33,4.84972879,5,216.2090114,15.56392012,397.0654864,5.48331375,35.99306724,NO
6.092801832,1.139922191,18.63668471,1.96696095,7,97,2.307896047,25,666.3198306,20.77468321,397.7296535,19.37455223,13.067136,NO
0.709279338,1.792822818,5.606007555,1.17059721,7,60,7.779192283,5,225.1415867,21.18140375,395.1355389,11.46512575,19.49150929,NO
6.993248877,0.54126672,18.94550292,0.719397449,7,76,2.912768338,24,666.943912,20.87737435,99.97519537,13.36898012,16.36734394,NO
7.146944587,0.337594523,18.4670916,1.303464368,6,83,2.826692562,25,668.6836246,20.37845289,379.3823641,19.24531294,23.36531588,NO
1.314294534,1.072348821,19.82410243,1.514256126,6,88,2.429293486,5,404.578911,15.04877314,343.3569615,12.8851384,15.52646342,YES
0.229510714,83.27043419,2.974893994,2.113469534,8,16,7.175282277,2,349.3421038,14.9633151,396.4751641,3.117587827,42.80571963,NO
3.065310026,0.486206205,19.61675648,1.209707298,6,95,2.107519004,5,403.069501,15.74491832,358.2741054,31.03740186,18.93085901,NO
3.27213879,0.007501725,18.82735091,2.352576963,8,48,4.665169796,24,666.6699823,22.03145047,334.9368925,15.41060208,20.46133258,NO
0.456021024,1.053189262,22.08646417,1.059326185,6,94,1.70733076,5,437.3249105,21.3776812,389.6562183,26.89524577,14.41545251,NO
0.344143165,60.62921627,4.30023712,0.442743011,8,12,7.509624009,1,265.1843912,15.969743,393.4171729,5.854767245,32.64338369,NO
0.859942023,28.19098326,15.90367992,0.754844182,7,79,4.884470403,5,271.7494728,18.58658974,397.1293995,11.83431401,23.16505905,NO
0.542567297,25.35661608,5.652907521,0.599197321,7,67,8.049659005,10,284.9492782,21.16025871,396.4433802,13.48320071,19.19088556,NO
1.912576403,0.408060754,20.58102758,1.144762459,6,88,2.866412097,6,403.0762406,14.73989339,345.0647496,12.42609577,15.95579752,YES
1.017515951,1.197080474,6.570995198,0.564603316,7,39,6.752162739,9,224.9812368,20.43824489,396.4590817,9.138325137,21.34736023,NO
8.922801646,0.887443384,18.29010129,0.899244633,7,90,1.504114849,24,666.2621751,20.91541213,349.2534469,9.548402498,51.27009193,YES
0.992536497,90.70459271,3.23934053,0.627774009,7,37,13.16582924,6,188.1160365,18.18459132,384.7911271,5.318243598,30.35743797,NO
1.856913076,0.928940957,22.85736181,0.858143137,7,100,2.388271732,4,437.2838866,22.09519077,395.4964238,13.56975305,19.58878719,NO
0.656135242,0.410267346,7.865844096,0.540282142,8,90,3.72004764,8,309.2453901,19.54742838,393.3407025,9.86783698,27.85851374,YES
2.731824406,1.098052617,9.050348764,1.189990935,8,88,2.73104206,5,384.1488566,22.54126805,396.4107977,15.22090071,20.27196681,NO
0.241228314,80.55042906,2.880043119,1.294457662,7,23,11.03112814,4,334.1512334,22.46033729,383.2534495,9.320331676,18.38265,NO
1.935304684,20.72914826,5.455003851,1.456079771,8,85,2.729884065,6,264.2522872,13.09789378,384.6537851,15.870798,31.69852277,NO
0.482784923,0.19639099,2.937678069,0.876023806,8,93,2.74726183,3,193.9102631,18.85629831,395.3348626,5.115308844,39.39808786,NO
0.227374935,60.16136051,3.549812458,1.420776967,7,19,11.37862042,4,411.3583269,18.55950417,392.9330095,9.047023764,19.41438925,NO
0.082971001,0.212402961,5.376776156,0.928098505,8,38,5.936978479,6,224.3206067,20.59844778,396.14317,8.917646565,21.31082504,NO
1.396452394,80.82286622,2.153443245,0.850370659,7,39,8.603852013,3,331.4280099,13.01587164,392.2854172,7.31715387,36.02670491,NO
0.639972929,60.69175179,3.084133048,0.416683716,8,19,6.77758331,2,266.5812889,16.3107056,377.4281534,6.417129464,29.75955246,NO
0.264965195,1.594040641,9.631567345,1.226382035,7,45,6.104813599,7,287.8128961,20.01526834,397.9307715,13.50750915,22.3780228,NO
1.246539117,0.364756165,5.87024223,0.792293459,7,48,4.299772427,6,296.5866553,18.32123095,393.749141,10.14392953,24.89957936,NO
0.890645893,75.1638769,4.698380383,0.56913893,6,49,7.625175341,3,469.161836,21.5294514,397.309906,16.03849346,19.29552773,NO
0.994968256,0.526797643,9.725016389,2.263586113,7,57,4.843133129,5,308.052004,21.32414163,396.3538111,10.83161764,20.4581753,NO
9.36672913,1.027071387,18.49433374,1.487568776,6,96,3.813738961,25,666.9039953,20.84718373,61.11015256,24.78548349,9.940369046,NO
7.118174165,2.009958315,19.54295442,1.827061172,8,93,3.979501762,26,667.5602675,20.5849555,0.640971201,17.75396613,14.33835406,NO
1.41597049,2.37161108,20.24938172,1.585113734,7,96,3.011702507,7,404.6586909,15.32959448,294.567703,14.66666204,17.58504129,NO
1.313550174,0.32567981,8.409295791,1.165169368,6,98,4.718102626,5,307.5085126,21.18441395,377.1840701,21.58434028,14.30750945,NO
0.298086046,1.046323341,10.34455166,2.331208531,6,74,3.150132024,7,432.2036139,18.34636966,339.0424264,15.87178536,21.52291499,NO
6.946691374,0.997810365,18.45573636,0.688069207,8,80,4.763524965,26,666.3048036,20.92085515,392.8348408,16.21534247,20.86292238,NO
0.118694892,41.72826749,6.411508315,1.876130659,8,32,4.34131351,4,254.6207079,17.83547974,398.5276351,7.325003558,29.69502698,NO
6.95348918,0.502752314,18.38270087,0.954959468,9,97,3.073422744,24,666.035971,20.63977609,318.3387012,17.88561064,16.80618392,NO
0.220997253,0.875956871,11.63995353,0.716694007,8,85,2.256810437,8,433.3118358,18.16099522,389.7745255,10.50053636,19.59920894,NO
0.152757938,0.319202274,3.767174647,0.661629558,9,76,3.53708365,4,276.28769,18.08567784,397.1169212,5.897703663,39.52112972,NO
0.343312819,0.859013491,3.331197744,2.034628635,8,62,3.58254957,4,193.6360044,18.45702139,397.9406265,10.47343191,36.37500292,NO
0.545860337,1.277757177,5.239140742,0.998671541,7,61,5.639643425,5,225.7830801,20.27974407,397.7415346,10.38190382,18.77249187,NO
0.539800457,13.31295051,8.31491354,1.90583893,7,95,7.015089547,6,312.6336915,16.41566089,394.1657621,21.5590668,16.70680605,NO
1.426389321,0.158336663,3.280294166,0.737691715,8,71,3.645768726,2,276.0558856,18.25700652,393.8936103,11.36103803,21.62144657,NO
1.046620954,0.672474643,2.498263018,0.814874078,7,99,4.120450039,4,193.8572414,17.9619642,397.6740198,7.125675597,33.42873108,NO
0.464083877,0.893733203,10.40579114,1.305807956,6,74,5.765116456,4,305.8851909,18.92495903,397.5917746,16.15470248,20.15447765,NO
1.127437007,86.15592087,1.530991535,1.061355224,7,36,10.38655311,3,313.1264517,17.6381253,398.836494,6.426318818,24.8595522,NO
1.302581015,1.913632448,14.02446349,1.409394492,7,85,4.403864439,5,277.2048269,16.99680612,393.8849496,10.40479808,31.45496587,NO
9.601411122,0.314704507,18.6139379,1.608999272,8,95,4.618888252,25,666.0602763,20.7693853,8.469580545,19.29763911,14.94245099,NO
0.755690111,1.09361538,6.859871769,1.91230971,8,78,5.02962308,8,307.4543822,17.82652209,376.8632733,6.139689848,31.79278056,NO
0.615476955,1.676816283,2.993432031,1.268004145,6,70,4.318984045,3,276.4168118,19.88684138,395.0071792,11.84189031,23.61543209,NO
1.360036944,0.073377944,8.726324128,1.860123871,6,88,4.551892603,7,307.3901586,21.69295848,303.914764,17.65326615,13.95752002,NO
10.75813443,0.141422426,18.24352974,1.393247107,6,97,3.268863795,25,666.560582,20.7899098,389.0138344,16.49236665,13.5090111,NO
2.60732136,1.009511256,24.00272464,1.457266797,6,101,1.654416004,5,438.3563607,22.14146839,397.4842991,35.55968453,14.4071156,NO
0.650312471,1.358346635,11.08381184,1.452041091,7,54,5.110077195,5,277.46956,19.32318292,392.295053,17.12107347,22.84736899,YES
0.96373256,1.194577474,10.56891398,0.971459682,7,73,3.670666204,6,434.5451626,18.00267064,394.0215228,12.29829934,21.96504369,NO
2.089664613,70.08956663,2.669149593,1.089444688,8,10,7.974483649,6,358.2132806,15.25333349,371.7919879,5.457292137,29.78374455,NO
1.658667054,0.114692695,23.21643411,1.13333833,-1,99,2.848371544,5,437.8692126,21.27427641,263.0456288,17.61449899,16.42821431,NO
0.158499459,0.707403759,11.71378644,0.570071613,7,22,4.415432519,5,278.6127774,19.3598695,397.7291897,11.14604476,22.84535409,NO
1.536365504,0.572604716,3.200247057,1.289307058,6,92,3.25040425,3,193.8664932,20.01401704,391.0248469,14.71162096,27.32464416,NO
0.459531057,0.414904663,10.34145851,0.653699996,6,72,3.007663663,6,391.6691333,21.06297776,397.5670776,14.86977496,18.88758977,NO
9.367941258,1.38572887,18.73429608,1.863916336,6,99,2.715674993,24,666.0863527,20.80980154,397.6988411,18.89540243,15.32189696,NO
1.713507972,0.112183339,9.281208607,2.290990583,6,94,4.552340935,4,307.4270074,22.50205087,394.6801913,16.33813717,15.79832089,NO
1.335032699,0.031528741,23.1381205,1.41243078,8,99,2.715362495,6,438.261921,21.83054998,394.8286713,15.98846035,18.37676017,NO
